Avocado A,Avocado B,Banana A,Banana B,Carrot A,Carrot B,Cucumber A,Cucumber B,Date,Green Apple A,Green Apple B,Green Cabbage A,Green Cabbage B,Lemon A,Lemon B,Letture A,Letture B,Onion A,Onion B,Pear A,Pear B,Pomegranate A,Pomegranate B,Red Apple A,Red Apple B,Red Cabbage A,Red Cabbage B,Red Pepper A,Red Pepper B,Sweet-Potato A,Sweet-Potato B,Tomatoe A,Tomatoe B,Yellow Pepper A,Yellow Pepper B
,,3.00,3.77,2.50,3.75*,4.12,,21.04.2021,,8.50,1.46,,3.00,4.23,2.50,,,,6.00,10.00,,,,6.00,2.15,,4.88*,6.95,2.50,4.88*,3.13*,4.40,,7.15
,,3.00,4.00,2.50,3.60,3.13,,22.04.2021,,8.50,1.64,,3.00,5.0,2.50,,,,6.00,10.00,,,,6.00,2.42,,4.50,7.37,2.75,5.00,3.00,4.00,5.00,7.30
,,3.00,3.98,2.50,3.50,3.41,,25.04.2021,,8.50,1.87,,3.00,4.04,2.50,,,,6.00,10.00,,,,6.00,2.23,,5.00,8.00,2.70,5.00,3.00,4.00,5.00,8.00
,,3.00,4.00,2.50,3.50,3.48,,26.04.2021,,8.50,1.6,,3.00,4.06,2.50,,,,6.00,10.00,,,,6.00,2.43,,5.00,8.00,2.70,5.00,3.00,4.00,5.00,8.00
,,3.00,4.00,2.49,3.50,3.59,,02.05.2021,,8.50,1.68,,2.96,4.16,2.50,,,,6.00,10.00,,,,6.00,2.17,,5.00,7.98,2.70,5.00,3.00,3.97,5.13,9.00
,,3.00,4.00,2.50,3.50,3.53,,03.05.2021,,8.50,1.5,,3.00,3.99,2.50,,,,6.00,10.00,,,,6.00,2.24,,5.00,8.00,2.70,5.00,3.00,4.03,5.00,9.00
,,2.75,3.72,2.48,3.75*,2.46,,04.05.2021,,8.50,1.3,,2.92,4.21,2.50,,,,6.00,10.00,,,,6.00,1.83,,5.33,7.17,2.50,,2.70,3.86,5.00,8.79
,,2.21,3.48,2.50,3.50,2.88,,05.05.2021,,8.50,1.58,,2.60,4.0,2.50,,,,6.00,10.00,,,,6.00,2.05,,5.00,7.46,2.70,5.00,3.00,3.95,5.00,8.88
,,2.44,3.23,2.33,3.88*,2.74,,06.05.2021,,8.50,1.32,,2.71,4.21,2.50,,,,6.00,10.00,,,,6.00,1.87,,5.17,8.00,,,2.88,4.00,,8.72
,,2.07,3.43,2.50,3.50,2.94,,09.05.2021,,8.50,1.67,,2.40,3.87,2.50,,,,6.00,10.00,,,,6.00,2.00,,5.00,8.00,2.70,5.00,3.00,4.00,6.00,9.00
,,2.00,3.48,2.50,3.50,3.00,,10.05.2021,,8.50,1.52,,3.00,3.86,2.50,,,,6.00,10.00,,,,6.00,2.00,,5.00,8.00,2.70,5.00,3.00,4.00,6.00,9.00
,,2.00,3.44,2.43,3.50,2.98,,12.05.2021,,8.50,1.58,,3.00,3.91,2.50,,,,6.00,10.00,,,,6.00,2.00,,5.00,8.00,2.70,5.00,3.00,4.00,6.00,9.00
,,2.00,3.29,2.50,4.00,2.52,,18.05.2021,,8.50,1.91,,3.00,4.07,2.50,,,,6.00,10.00,,,,6.00,2.26,,5.00,7.73,,5.00,3.00,4.79,,9.25
,,2.00,3.14,2.50,4.00,2.68,,19.05.2021,,8.50,2.25,,3.00,4.0,2.50,,,,6.00,10.00,,,,6.00,2.96,,5.00,7.48,2.70,5.00,3.00,5.21,6.00,8.54
,,2.00,3.00,2.50,4.00,3.05,,20.05.2021,,8.50,1.96,,3.00,4.37,2.50,,,,6.00,10.00,,,,6.00,2.44,,4.38*,6.94,2.50,5.00,,5.28,,9.00
,,2.00,3.45,2.51,4.00,2.93,,23.05.2021,,8.50,2.19,,3.00,3.99,2.50,,,,,11.00,,,,6.00,2.43,,4.73,7.00,2.60,5.00,3.25*,5.85,6.00,8.00
,,2.00,3.49,2.50,4.00,2.97,,24.05.2021,,8.50,2.06,,3.00,4.0,2.50,,,,6.00,11.00,,,,6.00,2.50,,4.50,7.00,2.70,5.00,,5.77,6.00,8.00
,,2.00,3.17,2.50,4.00,3.35,,25.05.2021,,8.50,1.83,,3.00,4.78,2.50,,,,6.00,11.00,,,,6.00,2.48,,5.50,6.82,2.50,5.00,3.88*,5.50,,8.78
,,2.00,3.33,2.50,4.00,3.06,,26.05.2021,,8.50,2.05,,3.00,4.1,2.50,,,,6.00,11.00,,,,6.00,2.50,,5.00,7.00,2.50,5.00,3.00,5.58,6.00,8.08
,,2.00,3.11,2.43,4.00,3.61,,01.06.2021,,8.50,1.81,,2.75,4.5,2.50,,,,6.00,11.00,,,,6.00,2.42,,5.13,7.85,2.68*,5.00,3.50,4.83,5.50,8.19
,,1.93,3.05,2.36,4.00,3.41,,02.06.2021,,8.50,1.49,,2.65,4.58,2.50,,,,5.75*,11.00,,,,6.00,1.75,,5.00,6.98,2.70,5.00,3.00,4.89,5.00,7.45
,,2.00,3.01,2.42,4.00,3.51,,03.06.2021,,8.50,1.59,,2.63,4.44,2.50,,,,6.00,11.00,,,,6.00,1.96,,5.00,7.00,2.70,5.00,3.00,5.00,5.00,7.54
,,2.00,2.99,2.43,3.93*,3.34,,06.06.2021,,8.50,1.48,,2.48,4.56,2.50,,,,6.00,11.30,,,,6.00,1.96,,4.93,7.06,2.80,5.00,3.00,5.22,5.00,7.56
,,2.00,2.89,2.43,4.00,3.94,,07.06.2021,,8.50,1.6,,2.50,4.33,2.25*,,,,8.00,13.00,,,,6.00,2.08,,5.00,6.88,2.50,5.00,3.50,5.06,5.00,7.92
,,2.00,2.90,2.47,4.00,4.30,,08.06.2021,,8.50,1.63,,2.67,4.43,2.50,,,,8.00,13.00,,,,6.00,1.82,,4.81,7.06,2.50,5.00,3.25*,5.14,4.64,7.23
,,2.00,3.00,2.50,4.00,5.43,,09.06.2021,,8.50,1.63,,2.61,4.45,2.50,,,,8.00,13.00,,,,6.00,2.03,,4.43,7.00,2.63*,5.00,3.63*,4.91,4.80,8.00
,,2.00,3.10,2.50,4.00,4.76,,10.06.2021,,8.50,1.73,,2.44,4.6,2.50,,,,,13.00,,,,6.00,1.90,,4.55,6.83,2.50,5.00,3.50,5.07,5.00,7.97
,,1.98,2.99,2.41,4.00,3.71,,13.06.2021,,8.50,1.7,,2.72,4.54,2.50,,,,8.00,13.00,,,,6.00,2.00,,4.65,6.50,2.50,5.00,3.00,5.02,5.00,7.28
,,2.00,2.97,2.40,4.00,3.64,,14.06.2021,,8.50,1.72,,2.47,4.47,2.50,,,,8.00,13.00,,,,6.00,2.00,,4.25,6.50,2.50,5.00,3.00,4.86,5.00,7.30
,,2.00,3.03,2.50,3.90,4.00,,15.06.2021,,8.50,1.59,,2.62,4.62,2.30*,,,,8.00,13.00,,,,6.00,1.96,,4.13,6.23,2.50,5.00,,4.67,4.13*,7.93
,,2.00,2.86,2.30,4.00,2.93,,16.06.2021,,8.50,1.83,,2.73,4.56,2.50,,,,8.00,13.00,,,,6.00,2.05,,3.50,5.50,2.50,5.00,3.00,4.45,4.00,5.71
,,2.00,2.82,2.50,3.88*,3.77,,17.06.2021,,8.50,1.82,,2.59,4.63,2.35,,,,8.00,13.00,,,,6.00,2.16,,3.13,5.89,2.50,5.00,3.00,4.75,5.00,6.31
,,2.00,2.95,2.30,4.00,3.48,,20.06.2021,,8.50,1.94,,2.88,4.56,2.50,,,,8.00,13.00,,,,6.00,2.25,,3.59,5.73,2.50,5.00,3.20*,4.83,4.75,6.63
,,2.00,3.00,2.26,4.00,3.41,,21.06.2021,,8.50,1.74,,2.95,4.54,2.50,,,,8.00,13.00,,,,6.00,2.09,,3.62,5.79,2.50,5.00,3.00,4.12,4.43,7.28
,,2.35,3.27,2.50,4.00,4.50,,22.06.2021,,8.50,1.5,,3.00,4.83,2.50,,,,8.00,13.00,,,,6.00,1.86,,3.40,5.89,2.50,5.00,3.45*,4.28,4.00,8.25
,,2.33,3.24,2.50,4.00,4.07,,23.06.2021,,8.50,1.5,,3.00,4.53,2.50,,,,8.00,13.00,,,,6.00,2.00,,4.00,6.06,2.50,5.00,3.00,4.40,4.00,7.50
,,2.79,4.44,2.50,4.00,4.32,,24.06.2021,,8.50,1.51,,2.97,4.3,2.50,,,,8.00,13.00,,,,6.00,1.96,,4.00,6.24,2.50,5.00,3.00,4.22,4.13,7.34
,,3.00,4.36,2.50,4.00,3.66,,01.07.2021,,8.50,2.18,,3.00,5.44,2.53*,,,,8.00,13.00,,,,6.00,2.48,,4.00,5.38,2.50,5.00,2.75*,3.97,4.00,6.50
,,3.92,5.29,2.50,4.00,3.81,,04.07.2021,,8.50,2.67,,3.44,5.72,2.50,,,,8.00,13.00,,,,6.00,2.69,,4.25,5.17,2.50,5.00,2.75,4.00,5.00,6.88
,,3.08,5.15,2.50,4.00,3.53,,05.07.2021,,8.50,2.55,,3.06,5.39,2.50,,,,8.00,13.00,,,,6.00,2.54,,4.00,5.11,2.50,5.00,2.77,4.00,4.00*,5.75
,,4.00,5.70*,2.80,4.25*,3.76,,06.07.2021,,8.50,2.44,,3.03,5.43,2.50,,,,8.00,13.00,,,,6.00,2.47,,4.00,5.57,2.50,5.00,2.55,3.96,4.00,5.82
,,4.25,5.91,2.93,4.58*,4.11,,07.07.2021,,8.50,2.45,,3.00,5.36,2.50,,,,8.00,13.00,,,,6.00,2.54,,4.00,5.52,2.50,5.00,2.50,4.19,4.00,6.04
,,4.03,6.00,2.87,,4.61,,08.07.2021,,8.50,2.64,,4.05,6.5,2.50,,,,8.00,13.00,,,,6.00,2.76,,4.50*,6.36,2.45,5.00,2.75,4.00,,7.21
,,4.18,6.61,2.60,4.80,4.49,,11.07.2021,,8.50,2.45,,3.73,6.06,2.50,,,,8.00,13.00,,,,6.00,3.12,,4.12,6.93,2.40,5.00,2.58,3.96,4.26,7.13
,,4.75,6.69,2.50,4.00,3.94,,12.07.2021,,8.50,2.9,,4.05,6.45,2.50,,,,8.00,13.00,,,,6.00,3.00,,4.00,6.08,2.50,5.00,,4.00,,7.00
,,4.23,6.41,2.50,4.00,3.53,,13.07.2021,,8.50,2.49,,3.89,6.13,2.50,,,,8.00,13.00,,,,6.00,3.80,,3.98,6.53,2.50,5.00,2.55,4.04,4.14,6.89
,,4.17,6.13,2.50,4.18,3.83,,14.07.2021,,8.50,2.46,,3.90,6.27,2.50,,,,8.00,13.00,,,,6.00,3.27,,4.00,5.77,2.50,5.00,,4.00,,6.94
,,4.00,6.17,2.58,4.00,4.14,,15.07.2021,,8.50,2.29,,3.33,5.82,2.50,,,,8.00,13.00,,,,6.00,3.14,,4.00,5.83,2.50,5.00,2.50,4.00,4.00,6.81
,,4.00,6.43,2.54,4.20,4.42,,18.07.2021,,8.50,2.43,,3.57,5.66,2.50,,,,8.00,13.00,,,,6.00,3.37,,3.98,6.03,2.50,5.00,2.58,4.10,4.00,6.56
,,5.00,7.29,2.50,4.00,4.75,,19.07.2021,,8.50,2.43,,4.00,5.71,2.50,,,,8.00,13.00,,,,6.00,2.75,,3.75*,5.95,,5.00,2.50,3.96,,6.75
,,4.63,6.76,2.54,4.00,4.71,,20.07.2021,,8.50,2.3,,3.69,5.63,2.50,,,,8.00,13.00,,,,6.00,3.02,,3.97,6.17,2.50,5.00,2.65,4.22,4.00,6.40
,,4.00,6.50,2.50,4.00,4.58,,21.07.2021,,8.50,2.15,,4.00,5.63,2.50,,,,8.00,13.00,,,,6.00,2.90,,3.50,5.65,2.50,5.00,2.83*,4.17,4.25*,6.50
,,4.00,6.25,2.25,4.00,4.45,,22.07.2021,,8.50,2.22,,3.46,5.5,2.50,,,,8.00,13.00,,,,6.00,3.08,,3.93,5.93,2.50,5.00,2.50,4.01,4.00,6.50
,,4.00,6.50,2.28,4.00,4.25,,25.07.2021,,8.50,2.0,,3.68,6.0,2.50,,,,8.00,13.00,,,,6.00,3.00,,3.87,6.07,2.50,5.00,,3.95,4.00,6.50
,,4.00,6.35,2.48,4.00,4.03,,26.07.2021,,8.50,2.11,,3.20,5.79,2.50,,,,8.00,13.00,,,,6.00,3.04,,3.79,5.93,2.50,5.00,2.65,3.93,4.00,6.07
,,4.21,6.80,2.94,4.00,4.57,,01.08.2021,,8.50,2.17,,3.12,5.29,2.50,,,,8.00,13.00,,,,6.00,3.96,,3.00,4.91,2.70,5.00,2.77,5.29,3.17,4.98
,,4.50,6.82,3.00,3.75,4.60,,02.08.2021,,8.50,2.16,,3.00,5.29,2.50,,,,8.00,13.00,,,,6.00,2.69,,3.30*,4.82,,5.00,3.00,5.00,,5.58
,,4.14,6.71,3.00,3.57,4.52,,03.08.2021,,8.50,2.14,,3.18,5.34,2.50,,,,8.00,13.00,,,,6.00,4.04,,3.00,4.97,2.70,5.00,3.00,4.96,3.00,5.30
,,4.20,6.35,3.00,3.75,4.72,,04.08.2021,,8.50,2.08,,3.21,5.5,2.50,,,,7.00,11.00,,,,6.00,2.48,,2.63*,4.54,,5.00,3.00,5.00,2.50*,5.33
,,3.91,6.35,3.35,3.60,4.70,,05.08.2021,,8.50,2.09,,2.95,5.39,2.50,,,,7.00,10.00,,,,6.00,3.43,,2.91,4.78,2.50,5.00,3.00,5.18,2.95,5.01
,,3.67,6.03,3.33,3.80,4.29,,08.08.2021,,8.50,2.45,,3.01,5.48,2.50,,,,7.00,10.00,,,,6.00,3.61,,3.00,5.00,2.50,5.00,3.00,5.15,3.00,5.11
,,3.75,6.00,3.25,3.50,4.53,,09.08.2021,,8.50,2.38,,3.00,5.58,3.25*,,,,7.00,10.00,,,,6.00,3.10,,3.00,5.18,,,3.00,5.25,,5.75
,,3.16,5.88,3.17,3.65,4.44,,10.08.2021,,8.50,2.26,,3.05,5.54,3.00,,,,7.00,10.00,,,,6.00,3.21,,3.00,5.00,,5.00,3.00,4.96,3.00,5.03
,,3.75,5.25,3.00,3.50,3.96,,11.08.2021,,8.50,2.23,,3.93,5.62,3.75*,,,,7.00,10.00,,,,6.00,2.82,,3.50,5.14,,,3.00,5.17,3.50*,5.61
,,3.04,5.71,3.19,3.55,3.19,,12.08.2021,,8.50,2.27,,3.03,6.0,3.50,,,,7.00,10.00,,,,6.00,3.08,,3.00,4.97,,5.00,3.00,5.09,3.00,5.14
,,3.15,5.81,3.04,3.50,4.16,,15.08.2021,,8.50,2.45,,2.98,5.86,3.90,,,,7.00,10.00,,,,6.00,4.15,,3.03,5.65,,5.00,3.00,5.22,3.00,5.66
,,3.63*,5.68,3.00,3.50,3.92,,16.08.2021,,8.50,2.24,,3.50,5.72,3.75,,,,7.00,10.00,7.00,,,6.00,4.00,,3.33*,5.71,2.75,5.00,,5.29,,7.00
,,3.05,5.43,3.07,3.50,4.13,,17.08.2021,,8.50,2.42,,2.98,5.73,3.93,,,,7.00,10.00,3.30,5.83,,6.00,3.88,,3.00,6.63,,5.00,3.00,5.68,3.04,6.98
,,4.00,4.89,3.00,3.50,4.25,,18.08.2021,,8.50,2.55,,3.33,5.71,4.00,,,,7.00,10.00,6.08,10.25*,,6.00,3.45,,3.08,6.68,,,3.38*,5.13,,7.00
,,3.02,5.12,3.13,3.60,4.71,,19.08.2021,,8.50,4.0,,3.24,5.68,4.00,,,,7.00,10.00,3.50,6.00,,6.00,5.19,,3.28,6.87,2.70,5.00,3.00,5.74,3.48,6.93
,,2.58,4.55,3.11,3.55,4.72,,22.08.2021,,8.50,3.76,,3.09,5.83,4.00,,,,7.00,10.00,3.40,6.30,,6.00,5.65,,3.45,7.22,3.00,5.00,3.00,5.00,3.48,7.30
,,3.00,4.83,3.35*,4.30*,4.31,,23.08.2021,,8.50,3.93,,3.20,5.93,3.75,,,,7.00,10.00,5.50,9.50,,6.00,5.29,,4.00,7.50,3.00,5.00,3.00,5.00,,7.50
,,2.89,4.56,3.50,4.00,4.50,,24.08.2021,,8.50,3.76,,2.98,5.88,4.00,,,,7.00,10.00,4.20,7.50,,6.00,5.68,,3.95,7.38,,5.00,3.00,5.00,3.60,7.41
,,2.50*,3.14,3.50,4.50,4.64,,25.08.2021,,8.50,3.88,,3.00,5.5,4.00,,,,7.00,10.00,5.00,8.40,,6.00,5.36,,,7.43,3.00,5.00,,5.00,4.50*,8.00
,,2.18,4.12,3.46,4.50,5.01,,26.08.2021,,8.50,4.0,,3.00,5.9,4.00,,,,7.00,10.00,3.50,8.00,,6.00,5.98,,4.00,7.83,3.00,5.00,3.00,5.02,4.05,8.00
,,3.00,3.75,3.50,5.05*,5.14,,01.09.2021,,8.50,3.38,,3.42,5.85,4.00,,,,7.00,10.00,3.90,6.86,,6.00,5.57,,3.88*,7.08,3.00,5.25*,,5.00,3.75*,7.50
,,2.57,3.89,3.50,4.75,6.45,,02.09.2021,,8.50,3.34,,3.16,5.91,4.00,,,,7.00,10.00,3.60,6.50,,6.00,5.96,,4.00,7.41,3.00,5.00,3.00,5.33,4.00,7.50
,,3.00,3.93,3.00*,4.50,5.38,,05.09.2021,,8.50,3.55,,3.88,5.95,4.00,,,,7.00,10.00,3.10,5.93,,6.00,5.90,,,7.61,3.00,5.00,,6.60,4.38*,8.33
,,3.00,4.23,3.40,4.50,3.16,,09.09.2021,,8.50,5.33,,3.08,6.0,4.00,,,,7.00,10.00,3.00,6.00,,6.00,7.00,,4.43,8.24,3.00,5.00,3.25*,6.00,4.50,8.50
,,3.00,4.00,3.50,4.50,3.30,,12.09.2021,,8.25*,5.67,,4.25,5.83,,,,,7.00,10.00,3.17,6.10,,6.00,6.50,,4.00,8.00*,2.30,,3.50,6.33,4.50,9.00
,,3.16,5.11,3.42,4.40,3.74,,13.09.2021,,8.50,6.21,,3.39,5.91,4.00,,,,7.00,10.00,3.00,5.38,,6.00,7.79,,4.11,8.83,2.30,5.00,3.17,6.28,4.31,9.00
,,3.08,4.95,3.50,4.08*,3.91,,14.09.2021,,8.80,5.91,,3.65,5.71,4.25*,,1.86,,7.00,10.00,3.00,5.44,,6.00,7.71,,4.50,8.50,2.75,5.30,2.88,6.63,5.00,9.07
,,3.00,5.27,3.50,4.00,4.19,,19.09.2021,,8.50,7.31,,3.00,5.96,4.00,,,,7.00,10.00,3.00,6.00,,6.00,8.33,,4.97,8.88,2.55,5.15,4.00,5.98,5.00,9.00
,,3.00,5.23,3.50,4.00,3.74,,22.09.2021,,8.50,4.59,,3.00,6.0,4.00,,,,7.00,10.00,3.00,5.00,,6.00,8.06,,4.75,8.92,2.50,5.00,4.00,6.04,5.00,8.98
,,3.31,5.13,3.38*,3.75*,3.79,,23.09.2021,,8.50,4.85,,3.86,6.86,4.00,,,,7.00,10.00,3.00,5.33,,6.00,7.94,,4.50,8.05,3.00,5.15,4.00,6.00,5.00,8.56
,,3.00,5.06,3.25*,3.75,3.32,,26.09.2021,,8.50,4.65,,3.81,7.0,4.00,,2.03,,7.00,10.00,3.00,5.33,,6.00,7.57,,4.50,8.14,3.00,,,6.50,5.00,8.30
,8.67,3.13*,5.33,3.00,3.50,3.02,,03.10.2021,,8.50,4.3,,5.00,7.17,4.00,,2.05,,7.00,10.00,3.00,5.69,,6.00,6.67,,4.00,7.50,3.25,5.00,4.00,6.03,4.00,7.44
7.40,11.90,3.10,5.30,3.00,3.50,3.33,,04.10.2021,,8.50,4.0,,5.00,7.44,4.00,,2.10,,7.00,10.00,3.00,6.17,,6.00,6.25,,4.00,7.50,3.25,5.00,4.00,5.90,4.00,7.50
7.05,8.40,3.00,4.86,3.00,3.50,2.68,,05.10.2021,,8.50,2.96,,5.00,6.78,3.50*,,1.91,,7.00,10.00,3.06,4.83,,6.00,5.39,,4.00,5.40,3.50,4.88*,4.00,5.00,4.00,6.50
5.00,7.87,2.40,4.15,3.00,3.50,3.00,,06.10.2021,,8.50,2.23,,3.00,6.32,3.00,,,,7.00,10.91,3.00,4.69,,6.00,4.25,,4.00,5.38,3.50,5.00,4.00,5.13,3.00,5.75
5.33,7.33,2.50,4.91,3.00,3.50,2.95,,07.10.2021,,8.50,2.5,,3.60,6.73,3.00,,1.90,,7.00,10.00,3.00,4.88,,6.00,4.67,,3.93,5.39,3.50,5.00,3.75,4.90,3.40,5.33
5.40,7.50,3.38,5.30,3.00,3.50,2.95,,10.10.2021,,8.50,2.22,,3.75,6.63,3.00,,1.84,,7.00,10.00,3.10,5.44,,6.00,4.69,,3.42,5.55,3.50,5.20,3.50,5.50,3.70,6.33
5.00,7.50,3.00,5.04,3.00,3.50,2.95,,11.10.2021,,8.50,2.26,,3.31,6.36,3.10,,1.79,,7.00,11.42,3.00,5.00,,6.00,4.65,,3.42,5.62,3.00,5.00,3.50,5.21,3.36,5.79
5.75,7.75,3.50,4.41,2.95*,3.70,2.72,,12.10.2021,,8.50,2.13,,4.17,6.69,3.50,,1.88,,7.00,10.67,3.00,5.15,,6.00,4.95,,4.00,6.28,3.38*,5.00,3.50*,5.75,,7.50
5.17,7.10,2.00,3.98,3.05,3.50,3.16,,13.10.2021,,8.50,2.27,,4.00,6.0,3.00,,1.92,,7.00,11.25,3.00,4.45,,6.00,4.67,,4.00,6.45,3.25,5.00,3.30,4.71,4.00,6.65
5.43,8.00,3.00,4.17,3.50*,3.75*,2.78,,14.10.2021,,8.50,1.89,,3.91,6.08,2.63*,,1.95,,7.00,12.00,3.00,4.83,,6.00,4.21,,4.83,6.35,3.50,5.00,3.50,5.88,4.50,7.50
5.50,7.71,3.00,4.46,3.10,3.50,3.50,,17.10.2021,,8.50,1.94,,4.00,6.5,3.50,,1.67,,7.00,12.00,2.93,5.04,,6.00,4.50,,4.75*,7.28,3.50,5.25*,,5.56,5.50*,7.56
5.00,7.23,3.33,4.00,3.50,3.60,2.87,,18.10.2021,,8.50,1.56,,4.41,6.09,3.25,,1.86,,7.00,12.44,3.00,4.92,,6.00,4.31,,5.00,7.30,3.50,5.00,,5.71,5.75,8.13
5.00,7.38,3.00,4.06,3.50,3.65,3.23,,19.10.2021,,8.50,2.07,,4.00,6.07,3.50,,1.80,,,12.00,3.00,4.94,,6.00,4.89,,5.00,7.06,3.50,5.00,3.50,5.45,5.75,7.89
5.00,6.89,2.50,3.62,3.00,3.50,3.03,,20.10.2021,,8.50,1.75,,3.71,6.28,3.25,,1.82,,7.00,12.00,3.00,4.67,,6.00,4.21,,5.00,7.13,3.50,5.30,,5.29,5.00,8.29
4.63,7.31,3.04,4.03,3.50,3.60,3.83,,21.10.2021,,8.50,1.74,,3.56,5.32,3.33,,1.85,,,12.00,3.13,4.57,,6.00,3.91,,5.00,6.83,3.50,5.00,3.50,5.33,5.00,7.35
4.92,7.00,2.50,3.79,3.00,3.50,4.15,,24.10.2021,,8.50,1.88,,3.71,5.81,2.50,,1.70,,7.00,12.00,3.00,4.67,,6.00,3.78,,,6.83,3.50,5.15,3.25*,5.23,6.00,7.81
4.42,6.56,2.50,3.71,3.00,3.50,3.88,,25.10.2021,,8.50,1.76,,3.67,5.71,2.50,,1.74,,7.00,12.00,3.00,4.55,,6.00,3.92,,5.00,7.00,3.50,5.15,3.50,5.06,,7.64
3.75*,6.44,2.00,3.83,3.10,3.50,3.89,,26.10.2021,,8.50,1.84,,2.97,5.25,3.00,,1.90,,,12.00,3.00,4.50,,6.00,3.89,,5.00,7.18,3.50,5.00,3.50,5.50,5.00,7.33
4.00,7.00,2.00,3.60,3.50,3.65,3.40,,01.11.2021,,8.50,1.89,,3.00,4.99,2.50,,1.71,,,12.00,3.00,5.00,,6.00,3.90,,4.00,6.34,3.50,5.00,3.00,5.05,5.00,6.43
4.00,6.68,2.00,3.67,3.40,3.50,3.27,,02.11.2021,,8.50,1.89,,3.00,5.0,2.50,,1.84,,,12.00,3.00,4.26,,6.00,3.95,,4.00,6.29,3.50,5.00,3.00,5.00,5.00,6.81
3.86,6.38,2.58*,3.36,3.38*,3.50,3.00,,03.11.2021,,8.50,1.56,,3.00,4.82,2.50,,1.84,,8.75,12.50,3.25,4.98,,6.00,3.42,,3.30,6.00,3.38*,,3.17,4.75,4.00,6.25
4.71,6.71,2.00,3.25,3.20,3.50,3.10,,04.11.2021,,8.50,1.47,,3.56,5.25,2.50,,1.75,,8.00,12.00,3.00,4.45,,6.00,3.00,,,5.45,3.50,5.15*,,4.31,,6.05
4.50,6.65,2.60,3.36,,3.50,3.31,,07.11.2021,,8.50,1.5,,3.50,5.22,2.75*,,1.81,,8.63*,12.83,3.00*,4.45,,6.00,3.39,,3.75*,6.06,3.50,,3.20,4.81,,6.13
4.25,5.71,2.00,3.28,3.00,3.50,3.83,,08.11.2021,,8.50,1.59,,3.00,5.0,2.50,,1.92,,8.00,12.00,3.13,4.56,,6.00,2.92,,4.00,6.05,3.50,,3.00,4.65,4.00,5.83
4.00,5.71,2.58*,3.00,3.00,3.50,5.71,,09.11.2021,,8.50,1.43,,2.75,4.71,2.50,,1.77,,8.00,12.33,3.50,4.75,,6.00,2.75,,4.00,5.67,3.50,,3.55*,4.50,4.50,5.00
4.00,5.32,2.00,3.22,3.00,3.50,5.95,,10.11.2021,,8.33,1.56,,2.83,4.4,2.50,,1.78,,8.00,12.00,3.17,4.44,,6.00,3.00,,3.40,5.11,3.50,5.25,3.00,4.17,3.00,5.15
3.83,5.85,3.08,3.25,2.93,3.50,7.21,,11.11.2021,,8.50,1.43,,3.25,5.04,2.50,,1.86,,8.00,12.00,3.42,5.22,,6.00,3.17,,3.00,5.25,3.35,5.00,3.00,4.39,3.50,5.44
4.00,6.00,3.00,3.28,3.00,3.50,5.50,,14.11.2021,,8.25,1.5,,3.25,5.0,,,1.97,,8.00,12.00,3.58,4.70,,6.00,3.61,,3.00,5.39,3.50,5.00,3.25,4.20,3.00,5.31
4.00,6.50,2.79,3.19,3.00,3.53,3.91,,15.11.2021,,8.50,1.72,,3.38,5.23,2.50,,2.09,,8.00,12.00,3.63,4.75,,6.00,3.50,,3.50,5.42,3.50,5.00,,4.79,3.00,5.41
4.00,6.15,2.75,3.28,3.00,3.50,4.50,,16.11.2021,,8.50,1.79,,3.00,5.11,2.50,,2.51,,8.00,12.00,3.00,5.00,,6.00,3.44,,3.33,5.45,3.50,5.00,3.00,4.96,3.00,5.33
4.00,5.96,2.27,3.16,3.00,3.50,4.79,,17.11.2021,,8.50,1.69,,3.00,5.0,2.50,,2.63,,8.00,12.00,3.00,5.00,,6.00,3.38,,3.00,5.23,3.00,5.00,3.00,4.97,3.00,5.50
4.00,6.18,2.50,3.00,2.50,3.50,4.71,,18.11.2021,,8.50,1.95,,2.75,5.0,2.28*,,2.37,,8.00,12.40,3.50,5.11,,6.00,3.56,,3.00,5.27,3.00,5.00,,4.17,3.38*,5.39
4.00,6.38,2.25,3.17,2.50,3.42,4.31,,21.11.2021,,8.21,2.67,,3.06,5.42,2.50,,2.56,,8.00,12.00,3.90,5.44,,6.00,4.00,,3.00,5.64,2.75*,5.00,3.00,4.43,,5.64
4.08,5.50,2.45,3.06,2.50,3.50,4.61,,22.11.2021,,8.50,2.73,,2.96,4.95,,,2.33,,8.00,12.60,3.83,4.93,,6.00,3.94,,3.00,4.88,2.90,5.00,,4.83,3.75*,4.83
4.00,5.86,2.00,3.14,2.52,3.50,5.12,,23.11.2021,,8.50,2.49,,3.00,5.0,2.50,,2.50,,8.00,12.17,3.00,4.90,,6.00,3.86,,3.00,5.50,3.00,5.00,3.00,5.13,3.68,5.94
3.75,5.92,2.50,3.00,2.50,3.50,6.40,,24.11.2021,,8.50,2.18,,2.38,5.0,2.35,,2.35,,8.25*,12.50,3.25,4.88,,6.00,3.38,,3.00*,5.18,3.00,5.00,3.25*,5.00,3.75,5.30
3.50*,5.96,2.65,3.03,2.45,3.21,6.68,,25.11.2021,,8.50,1.94,,3.00,4.96,2.50,,2.49,,8.00,12.21,3.00,4.98,,6.00,3.18,,3.00,5.27,3.00,5.00,3.00,5.15,3.00,5.17
